instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,_date
2080257,8126,654MH27-SG,SDL MH 6.54% 2027,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2080769,8128,699MH29-SG,SDL MH 6.99% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2081281,8130,705MZ29-SG,SDL MZ 7.05% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2081793,8132,BLBLIMITED,BLB,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2082305,8134,704TN30A-SG,SDL TN 7.04% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2082817,8136,724RJ32A-SG,SDL RJ 7.24% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2083073,8137,730KA32-SG,SDL KA 7.30% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2083329,8138,732AS32-SG,SDL AS 7.32% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2083841,8140,734MN32-SG,SDL MN 7.34% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2085377,8146,DEVIT,DEV INFO TECHNOLOGY,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2087169,8153,MEGASTAR,MEGASTAR FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
2088705,8159,FIBERWEB,FIBERWEB INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2089729,8163,SPENCERS,SPENCER S RETAIL,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2090753,8167,MANYAVAR,VEDANT FASHIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
2092801,8175,SAGARDEEP,SAGARDEEP ALLOYS,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2094593,8182,MOMOMENTUM,MOTILAL OSWAL NIFTY 200 MOMENTUM 30 ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2095617,8186,685AS29-SG,SDL AS 6.85% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2095873,8187,709AS32-SG,SDL AS 7.09% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2096129,8188,PEARLPOLY-BE,PEARL POLYMERS,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2096385,8189,706GJ32-SG,SDL GJ 7.06% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2096641,8190,716KA36-SG,SDL KA 7.16% 2036,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2096897,8191,709RJ32-SG,SDL RJ 7.09% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2097153,8192,713JK34-SG,SDL JK 7.13% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2097409,8193,713AP40-SG,SDL AP 7.13% 2040,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2097665,8194,713AP41-SG,SDL AP 7.13% 2041,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2098177,8196,712KA37-SG,SDL KA 7.12% 2037,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2098433,8197,712PN37-SG,SDL PN 7.12% 2037,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2098689,8198,713TN47-SG,SDL TN 7.13% 2047,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2101249,8208,RICHA-SM,RICHA INFO SYSTEMS,0.0,,0.0,0.05,1000,EQ,NSE,NSE,2026-06-03
2106113,8227,GOLDBEINAV,GOLDBEES NAV,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2106881,8230,GOLDSHINAV,GOLDSHARE NAV,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2107649,8233,ICICISINAV,ICICISILVE NAV,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2108161,8235,IDBIGOINAV,IDBIGOLD NAV,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2108417,8236,IVZINGINAV,IVZINGOLD NAV,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2108673,8237,NETFSIINAV,NETFSILVER NAV,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2108929,8238,SILVERINAV,SILVER NAV,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2109185,8239,AXISGOINAV,AXISGOLD NAV,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2109441,8240,BSLGOLINAV,BSLGOLDETF NAV,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2109697,8241,HDFCMFINAV,HDFCMFGETF NAV,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2110721,8245,ICICIGINAV,ICICIGOLD NAV,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2112513,8252,KOTAKGINAV,KOTAKGOLD NAV,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2113793,8257,QGOLDHINAV,QGOLDHALF NAV,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2114049,8258,SETFGOINAV,SETFGOLD NAV,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2114305,8259,MADHAVBAUG-SM,VAIDYA SANE AYUR LAB,0.0,,0.0,0.05,400,EQ,NSE,NSE,2026-06-03
2116609,8268,SOFTTECH-BE,SOFTTECH ENGINEERS,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
2120705,8284,699PY29-SG,SDL PY 6.99% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2121473,8287,702TN30-SG,SDL TN 7.02% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2121985,8289,709GJ32-SG,SDL GJ 7.09% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2122753,8292,71TN32-SG,SDL TN 7.1% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2123521,8295,712AS32A-SG,SDL AS 7.12% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2124289,8298,713BR32-SG,SDL BR 7.13% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2124545,8299,713TS37-SG,SDL TS 7.13% 2037,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2125057,8301,713KA38-SG,SDL KA 7.13% 2038,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2125313,8302,713KA39-SG,SDL KA 7.13% 2039,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2125825,8304,PRITI,PRITI INTERNATIONAL,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2126849,8308,SGBJAN27-GB,2.50%GOLDBONDS2027SR-V,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2127617,8311,BLUESTARCO,BLUE STAR,0.0,,0.0,0.1,1,EQ,NSE,NSE,2026-06-03
2129665,8319,648RJ27-SG,SDL RJ 6.48% 2027,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2130177,8321,703TN30-SG,SDL TN 7.03% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2130945,8324,712GJ32-SG,SDL GJ 7.12% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2131201,8325,714TN32-SG,SDL TN 7.14% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2131457,8326,715GA32-SG,SDL GA 7.15% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2131713,8327,717BR32-SG,SDL BR 7.17% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2132225,8329,717KL32-SG,SDL KL 7.17% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2132737,8331,717RJ32-SG,SDL RJ 7.17% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2132993,8332,717WB32-SG,SDL WB 7.17% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2133249,8333,713TS34-SG,SDL TS 7.13% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2133505,8334,712JK37-SG,SDL JK 7.12% 2037,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2133761,8335,713AP39-SG,SDL AP 7.13% 2039,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2134017,8336,713HR42-SG,SDL HR 7.13% 2042,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2134273,8337,719TN42-SG,SDL TN 7.19% 2042,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2135553,8342,GSEC5IETF,ICICI PRUDENTIAL NIFTY 5 YR BENCHMARK G-SEC ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2137857,8351,708MP29-SG,SDL MP 7.08% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2138113,8352,712TN30-SG,SDL TN 7.12% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2138625,8354,725GJ32-SG,SDL GJ 7.25% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2138881,8355,725HR32-SG,SDL HR 7.25% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2139393,8357,725TN32-SG,SDL TN 7.25% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2139649,8358,735PY33-SG,SDL PY 7.35% 2033,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2139905,8359,725MZ34-SG,SDL MZ 7.25% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2140161,8360,728JH37-SG,SDL JH 7.28% 2037,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2140929,8363,748AP38-SG,SDL AP 7.48% 2038,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2141185,8364,743HR41-SG,SDL HR 7.43% 2041,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2141697,8366,731AP42-SG,SDL AP 7.31% 2042,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2142977,8371,733TN52A-SG,SDL TN 7.33% 2052,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2143233,8372,733TN57-SG,SDL TN 7.33% 2057,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2149889,8398,SHIGAN-ST,SHIGAN QUANTUM TECH,0.0,,0.0,0.05,1500,EQ,NSE,NSE,2026-06-03
2150401,8400,CALSOFT-BE,CALIFORNIA SOFTWARE CO LT,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2150657,8401,SGBMAR30X-GB,2.50%GOLDBONDS2030SR-X,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2153473,8412,GLFL-BE,GUJARAT LEASE FINANCING L,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2153729,8413,MIDCAPETF,MIRAE ASSET NIFTY MIDCAP 150 ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2156545,8424,VIPULLTD,VIPUL,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2157057,8426,RSSOFTWARE-BE,R. S. SOFTWARE (INDIA) LI,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2157569,8428,RAJRILTD-BE,RAJ RAYON INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2168065,8469,MITCON,MITCON CON & ENG SER,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2170113,8477,XELPMOC,XELPMOC DESIGN & TECH,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2170625,8479,TVSMOTOR,TVS MOTOR COMPANY ,0.0,,0.0,0.1,1,EQ,NSE,NSE,2026-06-03
2173185,8489,709TN30-SG,SDL TN 7.09% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2173697,8491,719TN32-SG,SDL TN 7.19% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2173953,8492,722RJ32-SG,SDL RJ 7.22% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2174209,8493,724SK32-SG,SDL SK 7.24% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2174721,8495,734TS35-SG,SDL TS 7.34% 2035,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2174977,8496,739JK37-SG,SDL JK 7.39% 2037,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2175489,8498,735JH38-SG,SDL JH 7.35% 2038,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2175745,8499,746WB40-SG,SDL WB 7.46% 2040,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2176257,8501,741PN42-SG,SDL PN 7.41% 2042,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2176513,8502,739TN52-SG,SDL TN 7.39% 2052,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2177537,8506,MID150BEES,NIPPON INDIA ETF NIFTY MIDCAP 150,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2178561,8510,GATEWAY,GATEWAY DISTRIPARKS,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2181377,8521,SPRL-SM,SP REFRACTORIES,0.0,,0.0,0.05,800,EQ,NSE,NSE,2026-06-03
2182145,8524,SURANI-ST,SURANI STEEL TUBES,0.0,,0.0,0.05,200,EQ,NSE,NSE,2026-06-03
2183425,8529,GMRP&UI,GMR POW AND URBAN INFRA L,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2187777,8546,CHALET,CHALET HOTELS,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
2189313,8552,BLUECOAST-BE,BLUE COAST HOTELS,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2191361,8560,COOLCAPS-SM,COOL CAPS INDUSTRIES,0.0,,0.0,0.05,1250,EQ,NSE,NSE,2026-06-03
2193409,8568,HITECHGEAR-BE,THE HI-TECH GEARS,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
2193665,8569,709HR29-SG,SDL HR 7.09% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2193921,8570,713TN30-SG,SDL TN 7.13% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2194689,8573,723TN32-SG,SDL TN 7.23% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2194945,8574,724RJ32B-SG,SDL RJ 7.24% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2195201,8575,726HR32-SG,SDL HR 7.26% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2195457,8576,727ML32-SG,SDL ML 7.27% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2195969,8578,737RJ34-SG,SDL RJ 7.37% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2196225,8579,742KL34-SG,SDL KL 7.42% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2196481,8580,74HR37-SG,SDL HR 7.4% 2037,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2197505,8584,74WB38-SG,SDL WB 7.4% 2038,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2197761,8585,NLCINDIA,NLC INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
2198273,8587,743TN47-SG,SDL TN 7.43% 2047,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2198529,8588,ABNINT-IT,A B N INTERCORP,0.0,,0.0,0.05,5000,EQ,NSE,NSE,2026-06-03
2199041,8590,74TN42-SG,SDL TN 7.4% 2042,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2200321,8595,AKSHOPTFBR-BE,AKSH OPTIFIBRE ,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2200577,8596,MSUMI,MOTHERSON SUMI WRNG IND L,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2203649,8608,SWARAJ-SM,SWARAJ SUITING,0.0,,0.0,0.05,500,EQ,NSE,NSE,2026-06-03
2205185,8614,INDOBORAX,INDO BORAX & CHEMICAL,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
2208001,8625,957ICCL25-YW,,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2209793,8632,LOWVOL1,KOTAK NIFTY 100 LOW VOLATILITY 30 ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2212353,8642,97SFL29-YZ,,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2214913,8652,VETO,VETO SWITCHGEAR CABLE,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2215425,8654,MOLOWVOL,MOTILAL OSWAL BSE LOW VOLATILITY ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2222081,8680,713RJ29-SG,SDL RJ 7.13% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2222337,8681,717TN30-SG,SDL TN 7.17% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2222849,8683,729GJ32-SG,SDL GJ 7.29% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2223105,8684,729RJ32-SG,SDL RJ 7.29% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2223361,8685,73TN32-SG,SDL TN 7.3% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2223617,8686,731KL32-SG,SDL KL 7.31% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2223873,8687,MUKTAARTS,MUKTA ARTS,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2224129,8688,733AS32-SG,SDL AS 7.33% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2224385,8689,734UK32-SG,SDL UK 7.34% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2225153,8692,734GA32-SG,SDL GA 7.34% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2225409,8693,734UP32-SG,SDL UP 7.34% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2225921,8695,734MN32A-SG,SDL MN 7.34% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2226177,8696,VRLLOG,VRL LOGISTICS,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2226689,8698,734NL32-SG,SDL NL 7.34% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2226945,8699,735SK32-SG,SDL SK 7.35% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2227457,8701,736WB32-SG,SDL WB 7.36% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2227713,8702,735UP34-SG,SDL UP 7.35% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2227969,8703,736TS36-SG,SDL TS 7.36% 2036,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2228225,8704,DCMFINSERV-BE,DCM FINANCIAL SERVICES LT,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2228481,8705,739UP37-SG,SDL UP 7.39% 2037,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2230529,8713,74KL37-SG,SDL KL 7.4% 2037,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2231809,8718,737PN42-SG,SDL PN 7.37% 2042,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2232065,8719,739TN42-SG,SDL TN 7.39% 2042,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2232577,8721,744AP42-SG,SDL AP 7.44% 2042,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2234113,8727,SHAILY,SHAILY ENG PLASTICS,0.0,,0.0,0.1,1,EQ,NSE,NSE,2026-06-03
2235649,8733,S&SPOWER-BE,S&S POWER SWITCHGEARS,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
2236161,8735,PROPEQUITY-SM,P. E. ANALYTICS,0.0,,0.0,0.05,600,EQ,NSE,NSE,2026-06-03
2236417,8736,PNBGILTS,PNB GILTS,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2244097,8766,SGBFEB27-GB,2.50%GOLDBONDS2027SR-VI,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2251009,8793,MOTOGENFIN-BE,MOTOR & GENERAL FINANCE L,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2252033,8797,OBCL,ORISSA BENGAL CARRIER,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2254337,8806,SONAMLTD,SONAM,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2259201,8825,PRIVISCL,PRIVI SPECIALITY CHE,0.0,,0.0,0.1,1,EQ,NSE,NSE,2026-06-03
2259713,8827,AVROIND,AVRO INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2259969,8828,GAEL,GUJARAT AMBUJA EXPORTS LT,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2261249,8833,BCG,BRIGHTCOM GROUP,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2263041,8840,USHAMART,USHA MARTIN,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
2263553,8842,UMAEXPORTS,UMA EXPORTS,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2269697,8866,CHOICEIN,CHOICE INTERNATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
2273793,8882,TNIDETF,TATA NIFTY INDIA DIGITAL EXCHANGE TRADED FUND,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2275841,8890,VERANDA,VERANDA LEARNING SOL,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2278401,8900,MINDPOOL-SM,MINDPOOL TECHNOLOGIES,0.0,,0.0,0.05,1000,EQ,NSE,NSE,2026-06-03
2286081,8930,729AP34-SG,SDL AP 7.29% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2286593,8932,734AP40-SG,SDL AP 7.34% 2040,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2287105,8934,718MH30-SG,SDL MH 7.18% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2287361,8935,711MH29-SG,SDL MH 7.11% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2287873,8937,E2E,E2E NETWORKS,0.0,,0.0,0.1,1,EQ,NSE,NSE,2026-06-03
2289665,8944,RITCO,RITCO LOGISTICS,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
2289921,8945,KAKATCEM-BE,KAKATIYA CEM SUGAR &IND L,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2291969,8953,ELDEHSG,ELDECO HSG & IND,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
2292225,8954,TTML,TATA TELESERV(MAHARASTRA),0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2294273,8962,HARDWYN,HARDWYN INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2295809,8968,HARIOMPIPE,HARIOM PIPE INDUSTRIES L,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
2297345,8974,752AP38-SG,SDL AP 7.52% 2038,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2298113,8977,752AP42-SG,SDL AP 7.52% 2042,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2303489,8998,UMIYA-MRO,UMIYA BUILDCON,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2305793,9007,NOVARTIND,NOVARTIS INDIA,0.0,,0.0,0.1,1,EQ,NSE,NSE,2026-06-03
2307585,9014,ANUP,THE ANUP ENGINEERING,0.0,,0.0,0.1,1,EQ,NSE,NSE,2026-06-03
2309121,9020,VCL,VAXTEX COTFAB,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2312961,9035,AUSOMENT-BE,AUSOM ENTERPRISE,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2313985,9039,UFO,UFO MOVIEZ INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2315777,9046,AGROPHOS,AGRO PHOS INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2316033,9047,710GS2029-GS,GOI LOAN 7.10% 2029,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2316545,9049,ROTO,ROTO PUMPS,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2326273,9087,PIXTRANS,PIX TRANSMISSIONS,0.0,,0.0,0.1,1,EQ,NSE,NSE,2026-06-03
2329345,9099,748PN42-SG,SDL PN 7.48% 2042,0.0,,0.0,0.01,100,EQ,NSE,NSE,2026-06-03
2332417,9111,ARVINDFASN,ARVIND FASHIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
2333697,9116,INDOAMIN,INDO AMINES,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2333953,9117,TIPSMUSIC,TIPS MUSIC,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
2344449,9158,BALAJITELE,BALAJI TELEFILMS,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2347009,9168,SNXT50BETA,UTI BSE SENSEX NEXT 50 ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2360065,9219,TPLPLASTEH,TPL PLASTECH,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2368769,9253,NILAINFRA,NILA INFRASTRUCTURES,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2369281,9255,875SCL27-YQ,,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2370561,9260,ARROWGREEN,ARROW GREENTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
2371073,9262,925SCL27-YR,,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2373889,9273,843SCL27-YS,,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2374913,9277,889SCL27-YT,,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2377729,9288,KRITIKA,KRITIKA WIRES,0.0,,0.0,0.01,1,EQ,NSE,NSE,2026-06-03
2380801,9300,IFBAGRO-BE,IFB AGRO INDUSTRIES,0.0,,0.0,0.1,1,EQ,NSE,NSE,2026-06-03
2382081,9305,STARTECK,STARTECK FINANCE,0.0,,0.0,0.05,1,EQ,NSE,NSE,2026-06-03
